Year,Age,Tm,Pos,No.,G,GS,Int,Yds,TD,Lng,PD,FF,Fmb,FR,Yds,TD,Sk,Comb,Solo,Ast,TFL,QBHits,Sfty,AV,Awards
2012,21,CAR,MLB,59,16,16,2,22,0,25,7,0,0,3,9,0,1,164,103,61,12,1,,8,AP DRoY-1
2013*+,22,CAR,MLB,59,16,16,4,33,0,30,7,,,,,,2,156,93,63,10,2,,18,AP DPoY-1 AP1 PB
2014*+,23,CAR,MLB,59,16,16,1,0,0,0,12,1,0,1,0,0,3,153,99,54,9,4,,15,AP1 PB
2015*+,24,CAR,MLB,59,13,13,4,48,1,32,10,2,0,1,0,0,1,118,76,42,7,5,,15,AP DPoY-3 AP1 PB
2016*,25,CAR,MLB,59,10,10,1,1,0,16,6,1,0,0,0,0,2,102,71,31,6,4,,10,AP2 PB
2017*+,26,CAR,MLB,59,15,15,3,23,0,23,6,1,0,3,34,1,1.5,125,74,51,7,5,,15,AP1 PB
2018*+,27,CAR,MLB,59,16,16,1,0,0,0,6,2,0,1,0,0,2,130,93,37,20,5,,14,AP1 PB
2019*,28,CAR,RILB,59,16,16,2,26,0,25,12,,,,,,0,144,81,63,4,5,1,12,AP2 PB
Career,,,,,118,118,18,153,1,32,66,7,0,9,43,1,12.5,1092,690,402,75,31,1,107,
